date,county,state,fips,cases,deaths,case
2021-04-18,DeKalb,Georgia,13089,64147,966,68
2021-04-18,Fulton,Georgia,13121,94683,1338,106
2021-04-18,Gwinnett,Georgia,13135,99263,1116,100
2021-04-18,Hall,Georgia,13139,26930,454,14
2021-04-19,Cobb,Georgia,13067,76778,1020,91
2021-04-19,DeKalb,Georgia,13089,64235,970,88
2021-04-19,Fulton,Georgia,13121,94788,1339,105
2021-04-19,Gwinnett,Georgia,13135,99355,1117,92
2021-04-19,Hall,Georgia,13139,26941,454,11
2021-04-20,Cobb,Georgia,13067,76888,1022,110
2021-04-20,DeKalb,Georgia,13089,64327,970,92
2021-04-20,Fulton,Georgia,13121,94909,1337,121
2021-04-20,Gwinnett,Georgia,13135,99463,1118,108
2021-04-20,Hall,Georgia,13139,26962,455,21
2021-04-21,Cobb,Georgia,13067,76978,1022,90
2021-04-21,DeKalb,Georgia,13089,64404,971,77
2021-04-21,Fulton,Georgia,13121,95065,1340,156
2021-04-21,Gwinnett,Georgia,13135,99608,1119,145
2021-04-21,Hall,Georgia,13139,26991,456,29
2021-04-22,Cobb,Georgia,13067,77105,1028,127
2021-04-22,DeKalb,Georgia,13089,64512,974,108
2021-04-22,Fulton,Georgia,13121,95221,1342,156
2021-04-22,Gwinnett,Georgia,13135,99797,1122,189
2021-04-22,Hall,Georgia,13139,27022,456,31
2021-04-23,Cobb,Georgia,13067,77293,1029,188
2021-04-23,DeKalb,Georgia,13089,64637,977,125
2021-04-23,Fulton,Georgia,13121,95428,1347,207
2021-04-23,Gwinnett,Georgia,13135,99977,1124,180
2021-04-23,Hall,Georgia,13139,27046,457,24
2021-04-24,Cobb,Georgia,13067,77407,1031,114
2021-04-24,DeKalb,Georgia,13089,64734,981,97
2021-04-24,Fulton,Georgia,13121,95621,1351,193
2021-04-24,Gwinnett,Georgia,13135,100134,1127,157
2021-04-24,Hall,Georgia,13139,27077,459,31
2021-04-25,Cobb,Georgia,13067,77479,1033,72
2021-04-25,DeKalb,Georgia,13089,64806,981,72
2021-04-25,Fulton,Georgia,13121,95731,1349,110
2021-04-25,Gwinnett,Georgia,13135,100231,1128,97
2021-04-25,Hall,Georgia,13139,27093,459,16
2021-04-26,Cobb,Georgia,13067,77538,1035,59
2021-04-26,DeKalb,Georgia,13089,64865,983,59
2021-04-26,Fulton,Georgia,13121,95828,1352,97
2021-04-26,Gwinnett,Georgia,13135,100298,1131,67
2021-04-26,Hall,Georgia,13139,27100,460,7
2021-04-27,Cobb,Georgia,13067,77643,1038,105
2021-04-27,DeKalb,Georgia,13089,64971,983,106
2021-04-27,Fulton,Georgia,13121,95948,1353,120
2021-04-27,Gwinnett,Georgia,13135,100429,1131,131
2021-04-27,Hall,Georgia,13139,27132,460,32
2021-04-28,Cobb,Georgia,13067,77761,1041,118
2021-04-28,DeKalb,Georgia,13089,65055,988,84
2021-04-28,Fulton,Georgia,13121,96073,1359,125
2021-04-28,Gwinnett,Georgia,13135,100551,1136,122
2021-04-28,Hall,Georgia,13139,27160,462,28
2021-04-29,Cobb,Georgia,13067,77893,1045,132
2021-04-29,DeKalb,Georgia,13089,65152,990,97
2021-04-29,Fulton,Georgia,13121,96235,1364,162
2021-04-29,Gwinnett,Georgia,13135,100667,1140,116
2021-04-29,Hall,Georgia,13139,27184,464,24
2021-04-30,Cobb,Georgia,13067,78028,1045,135
2021-04-30,DeKalb,Georgia,13089,65233,993,81
2021-04-30,Fulton,Georgia,13121,96379,1366,144
2021-04-30,Gwinnett,Georgia,13135,100777,1143,110
2021-04-30,Hall,Georgia,13139,27209,464,25
2021-05-01,Cobb,Georgia,13067,78135,1045,107
2021-05-01,DeKalb,Georgia,13089,65340,998,107
2021-05-01,Fulton,Georgia,13121,96526,1368,147
2021-05-01,Gwinnett,Georgia,13135,100888,1143,111
2021-05-01,Hall,Georgia,13139,27228,464,19
2021-05-02,Cobb,Georgia,13067,78202,1045,67
2021-05-02,DeKalb,Georgia,13089,65847,998,507
2021-05-02,Fulton,Georgia,13121,96664,1368,138
2021-05-02,Gwinnett,Georgia,13135,100961,1143,73
2021-05-02,Hall,Georgia,13139,27245,464,17
2021-05-03,Cobb,Georgia,13067,78285,1046,83
2021-05-03,DeKalb,Georgia,13089,65899,1000,52
2021-05-03,Fulton,Georgia,13121,96780,1370,116
2021-05-03,Gwinnett,Georgia,13135,101058,1145,97
2021-05-03,Hall,Georgia,13139,27263,464,18
2021-05-04,Cobb,Georgia,13067,78390,1048,105
2021-05-04,DeKalb,Georgia,13089,66007,1000,108
2021-05-04,Fulton,Georgia,13121,96893,1370,113
2021-05-04,Gwinnett,Georgia,13135,101165,1145,107
2021-05-04,Hall,Georgia,13139,27283,464,20
2021-05-05,Cobb,Georgia,13067,78493,1048,103
2021-05-05,DeKalb,Georgia,13089,66033,1001,26
2021-05-05,Fulton,Georgia,13121,96995,1373,102
2021-05-05,Gwinnett,Georgia,13135,101252,1147,87
2021-05-05,Hall,Georgia,13139,27310,468,27
2021-05-06,Cobb,Georgia,13067,78596,1049,103
2021-05-06,DeKalb,Georgia,13089,66092,1004,59
2021-05-06,Fulton,Georgia,13121,97152,1373,157
2021-05-06,Gwinnett,Georgia,13135,101318,1150,66
2021-05-06,Hall,Georgia,13139,27342,468,32
2021-05-07,Cobb,Georgia,13067,78692,1053,96
2021-05-07,DeKalb,Georgia,13089,66166,1005,74
2021-05-07,Fulton,Georgia,13121,97270,1383,118
2021-05-07,Gwinnett,Georgia,13135,101408,1150,90
2021-05-07,Hall,Georgia,13139,27375,468,33
2021-05-08,Cobb,Georgia,13067,78768,1053,76
2021-05-08,DeKalb,Georgia,13089,66227,1006,61
2021-05-08,Fulton,Georgia,13121,97367,1384,97
2021-05-08,Gwinnett,Georgia,13135,101485,1151,77
2021-05-08,Hall,Georgia,13139,27412,468,37
2021-05-09,Cobb,Georgia,13067,78824,1053,56
2021-05-09,DeKalb,Georgia,13089,66269,1006,42
2021-05-09,Fulton,Georgia,13121,97433,1384,66
2021-05-09,Gwinnett,Georgia,13135,101529,1151,44
2021-05-09,Hall,Georgia,13139,27423,468,11
2021-05-10,Cobb,Georgia,13067,78856,1053,32
2021-05-10,DeKalb,Georgia,13089,66314,1006,45
2021-05-10,Fulton,Georgia,13121,97479,1384,46
2021-05-10,Gwinnett,Georgia,13135,101569,1151,40
2021-05-10,Hall,Georgia,13139,27435,468,12
2021-05-11,Cobb,Georgia,13067,78922,1054,66
2021-05-11,DeKalb,Georgia,13089,66347,1007,33
2021-05-11,Fulton,Georgia,13121,97567,1387,88
2021-05-11,Gwinnett,Georgia,13135,101636,1154,67
2021-05-11,Hall,Georgia,13139,27449,470,14
2021-05-12,Cobb,Georgia,13067,78998,1057,76
2021-05-12,DeKalb,Georgia,13089,66398,1016,51
2021-05-12,Fulton,Georgia,13121,97667,1388,100
2021-05-12,Gwinnett,Georgia,13135,101710,1158,74
2021-05-12,Hall,Georgia,13139,27473,470,24
2021-05-13,Cobb,Georgia,13067,79090,1057,92
2021-05-13,DeKalb,Georgia,13089,66472,1021,74
2021-05-13,Fulton,Georgia,13121,97780,1388,113
2021-05-13,Gwinnett,Georgia,13135,101783,1158,73
2021-05-13,Hall,Georgia,13139,27499,471,26
2021-05-14,Cobb,Georgia,13067,79173,1058,83
2021-05-14,DeKalb,Georgia,13089,66539,1024,67
2021-05-14,Fulton,Georgia,13121,97875,1389,95
2021-05-14,Gwinnett,Georgia,13135,101836,1158,53
2021-05-14,Hall,Georgia,13139,27513,472,14
2021-05-15,Cobb,Georgia,13067,79218,1058,45
2021-05-15,DeKalb,Georgia,13089,66584,1025,45
2021-05-15,Fulton,Georgia,13121,97937,1390,62
2021-05-15,Gwinnett,Georgia,13135,101893,1159,57
2021-05-15,Hall,Georgia,13139,27526,472,13
2021-05-16,Cobb,Georgia,13067,79251,1058,33
2021-05-16,DeKalb,Georgia,13089,66625,1025,41
2021-05-16,Fulton,Georgia,13121,97988,1390,51
2021-05-16,Gwinnett,Georgia,13135,101937,1159,44
2021-05-16,Hall,Georgia,13139,27533,472,7
2021-05-17,Cobb,Georgia,13067,79287,1058,36
2021-05-17,DeKalb,Georgia,13089,66662,1025,37
2021-05-17,Fulton,Georgia,13121,98031,1390,43
2021-05-17,Gwinnett,Georgia,13135,101968,1159,31
2021-05-17,Hall,Georgia,13139,27545,472,12
2021-05-18,Cobb,Georgia,13067,79353,1062,66
2021-05-18,DeKalb,Georgia,13089,66730,1025,68
2021-05-18,Fulton,Georgia,13121,98089,1393,58
2021-05-18,Gwinnett,Georgia,13135,102027,1159,59
2021-05-18,Hall,Georgia,13139,27555,473,10
2021-05-19,Cobb,Georgia,13067,79415,1064,62
2021-05-19,DeKalb,Georgia,13089,66779,1027,49
2021-05-19,Fulton,Georgia,13121,98153,1393,64
2021-05-19,Gwinnett,Georgia,13135,102111,1161,84
2021-05-19,Hall,Georgia,13139,27570,474,15
2021-05-20,Cobb,Georgia,13067,79480,1066,65
2021-05-20,DeKalb,Georgia,13089,66825,1032,46
2021-05-20,Fulton,Georgia,13121,98229,1395,76
2021-05-20,Gwinnett,Georgia,13135,102182,1161,71
2021-05-20,Hall,Georgia,13139,27593,474,23
2021-05-21,Cobb,Georgia,13067,79541,1067,61
2021-05-21,DeKalb,Georgia,13089,66868,1035,43
2021-05-21,Fulton,Georgia,13121,98293,1398,64
2021-05-21,Gwinnett,Georgia,13135,102228,1164,46
2021-05-21,Hall,Georgia,13139,27602,474,9
2021-05-22,Cobb,Georgia,13067,79583,1070,42
2021-05-22,DeKalb,Georgia,13089,66891,1038,23
2021-05-22,Fulton,Georgia,13121,98351,1404,58
2021-05-22,Gwinnett,Georgia,13135,102281,1169,53
2021-05-22,Hall,Georgia,13139,27610,475,8
2021-05-23,Cobb,Georgia,13067,79626,1070,43
2021-05-23,DeKalb,Georgia,13089,66918,1038,27
2021-05-23,Fulton,Georgia,13121,98401,1404,50
2021-05-23,Gwinnett,Georgia,13135,102313,1169,32
2021-05-23,Hall,Georgia,13139,27616,475,6
2021-05-24,Cobb,Georgia,13067,79645,1070,19
2021-05-24,DeKalb,Georgia,13089,66933,1038,15
2021-05-24,Fulton,Georgia,13121,98444,1404,43
2021-05-24,Gwinnett,Georgia,13135,102337,1170,24
2021-05-24,Hall,Georgia,13139,27624,475,8
2021-05-25,Cobb,Georgia,13067,79696,1073,51
2021-05-25,DeKalb,Georgia,13089,66994,1039,61
2021-05-25,Fulton,Georgia,13121,98477,1406,33
2021-05-25,Gwinnett,Georgia,13135,102403,1173,66
2021-05-25,Hall,Georgia,13139,27635,475,11
2021-05-26,Cobb,Georgia,13067,79728,1073,32
2021-05-26,DeKalb,Georgia,13089,67014,1041,20
2021-05-26,Fulton,Georgia,13121,98532,1408,55
2021-05-26,Gwinnett,Georgia,13135,102439,1175,36
2021-05-26,Hall,Georgia,13139,27640,475,5
2021-05-27,Cobb,Georgia,13067,79805,1075,77
2021-05-27,DeKalb,Georgia,13089,67056,1043,42
2021-05-27,Fulton,Georgia,13121,98519,1410,-13
2021-05-27,Gwinnett,Georgia,13135,102513,1175,74
2021-05-27,Hall,Georgia,13139,27656,478,16
2021-05-28,Cobb,Georgia,13067,79857,1080,52
2021-05-28,DeKalb,Georgia,13089,67089,1044,33
2021-05-28,Fulton,Georgia,13121,98547,1419,28
2021-05-28,Gwinnett,Georgia,13135,102549,1178,36
2021-05-28,Hall,Georgia,13139,27675,483,19
2021-05-29,Cobb,Georgia,13067,79890,1080,33
2021-05-29,DeKalb,Georgia,13089,67124,1044,35
2021-05-29,Fulton,Georgia,13121,98603,1419,56
2021-05-29,Gwinnett,Georgia,13135,102599,1179,50
2021-05-29,Hall,Georgia,13139,27683,483,8
2021-05-30,Cobb,Georgia,13067,79908,1080,18
2021-05-30,DeKalb,Georgia,13089,67140,1044,16
2021-05-30,Fulton,Georgia,13121,98622,1419,19
2021-05-30,Gwinnett,Georgia,13135,102625,1179,26
2021-05-30,Hall,Georgia,13139,27685,483,2
2021-05-31,Cobb,Georgia,13067,79930,1080,22
2021-05-31,DeKalb,Georgia,13089,67151,1044,11
2021-05-31,Fulton,Georgia,13121,98648,1419,26
2021-05-31,Gwinnett,Georgia,13135,102647,1179,22
2021-05-31,Hall,Georgia,13139,27690,483,5
2021-06-01,Cobb,Georgia,13067,79948,1080,18
2021-06-01,DeKalb,Georgia,13089,67169,1044,18
2021-06-01,Fulton,Georgia,13121,98670,1419,22
2021-06-01,Gwinnett,Georgia,13135,102671,1179,24
2021-06-01,Hall,Georgia,13139,27696,483,6
2021-06-02,Cobb,Georgia,13067,79981,1082,33
2021-06-02,DeKalb,Georgia,13089,67178,1045,9
2021-06-02,Fulton,Georgia,13121,98699,1423,29
2021-06-02,Gwinnett,Georgia,13135,102708,1181,37
2021-06-02,Hall,Georgia,13139,27705,483,9
2021-06-03,Cobb,Georgia,13067,80015,1085,34
2021-06-03,DeKalb,Georgia,13089,67204,1048,26
2021-06-03,Fulton,Georgia,13121,98749,1426,50
2021-06-03,Gwinnett,Georgia,13135,102759,1181,51
2021-06-03,Hall,Georgia,13139,27715,483,10
2021-06-04,Cobb,Georgia,13067,80055,1087,40
2021-06-04,DeKalb,Georgia,13089,67233,1050,29
2021-06-04,Fulton,Georgia,13121,98783,1430,34
2021-06-04,Gwinnett,Georgia,13135,102799,1182,40
2021-06-04,Hall,Georgia,13139,27725,483,10
2021-06-05,Cobb,Georgia,13067,80073,1088,18
2021-06-05,DeKalb,Georgia,13089,67256,1052,23
2021-06-05,Fulton,Georgia,13121,98822,1435,39
2021-06-05,Gwinnett,Georgia,13135,102840,1190,41
2021-06-05,Hall,Georgia,13139,27735,483,10
2021-06-06,Cobb,Georgia,13067,80098,1088,25
2021-06-06,DeKalb,Georgia,13089,67265,1052,9
2021-06-06,Fulton,Georgia,13121,98848,1435,26
2021-06-06,Gwinnett,Georgia,13135,102858,1190,18
2021-06-06,Hall,Georgia,13139,27738,483,3
2021-06-07,Cobb,Georgia,13067,80113,1088,15
2021-06-07,DeKalb,Georgia,13089,67280,1052,15
2021-06-07,Fulton,Georgia,13121,98869,1435,21
2021-06-07,Gwinnett,Georgia,13135,102872,1190,14
2021-06-07,Hall,Georgia,13139,27744,483,6
2021-06-08,Cobb,Georgia,13067,80133,1090,20
2021-06-08,DeKalb,Georgia,13089,67303,1052,23
2021-06-08,Fulton,Georgia,13121,98906,1436,37
2021-06-08,Gwinnett,Georgia,13135,102909,1192,37
2021-06-08,Hall,Georgia,13139,27831,484,87
2021-06-09,Cobb,Georgia,13067,80157,1090,24
2021-06-09,DeKalb,Georgia,13089,67317,1053,14
2021-06-09,Fulton,Georgia,13121,98943,1436,37
2021-06-09,Gwinnett,Georgia,13135,102943,1194,34
2021-06-09,Hall,Georgia,13139,27851,484,20
2021-06-10,Cobb,Georgia,13067,80190,1093,33
2021-06-10,DeKalb,Georgia,13089,67339,1056,22
2021-06-10,Fulton,Georgia,13121,98967,1444,24
2021-06-10,Gwinnett,Georgia,13135,102988,1196,45
2021-06-10,Hall,Georgia,13139,27860,485,9
2021-06-11,Cobb,Georgia,13067,80218,1096,28
2021-06-11,DeKalb,Georgia,13089,67361,1057,22
2021-06-11,Fulton,Georgia,13121,99002,1450,35
2021-06-11,Gwinnett,Georgia,13135,103024,1194,36
2021-06-11,Hall,Georgia,13139,27867,489,7
2021-06-12,Cobb,Georgia,13067,80241,1096,23
2021-06-12,DeKalb,Georgia,13089,67387,1059,26
2021-06-12,Fulton,Georgia,13121,99023,1450,21
2021-06-12,Gwinnett,Georgia,13135,103047,1194,23
2021-06-12,Hall,Georgia,13139,27894,489,27
2021-06-13,Cobb,Georgia,13067,80260,1096,19
2021-06-13,DeKalb,Georgia,13089,67407,1059,20
2021-06-13,Fulton,Georgia,13121,99046,1450,23
2021-06-13,Gwinnett,Georgia,13135,103063,1194,16
2021-06-13,Hall,Georgia,13139,27901,489,7
2021-06-14,Cobb,Georgia,13067,80277,1096,17
2021-06-14,DeKalb,Georgia,13089,67422,1060,15
2021-06-14,Fulton,Georgia,13121,99058,1450,12
2021-06-14,Gwinnett,Georgia,13135,103083,1194,20
2021-06-14,Hall,Georgia,13139,27905,489,4
2021-06-15,Cobb,Georgia,13067,80302,1096,25
2021-06-15,DeKalb,Georgia,13089,67466,1060,44
2021-06-15,Fulton,Georgia,13121,99124,1451,66
2021-06-15,Gwinnett,Georgia,13135,103062,1198,-21
2021-06-15,Hall,Georgia,13139,27910,489,5
2021-06-16,Cobb,Georgia,13067,80329,1097,27
2021-06-16,DeKalb,Georgia,13089,67475,1064,9
2021-06-16,Fulton,Georgia,13121,99172,1456,48
2021-06-16,Gwinnett,Georgia,13135,103089,1204,27
2021-06-16,Hall,Georgia,13139,27917,489,7
2021-06-17,Cobb,Georgia,13067,80369,1099,40
2021-06-17,DeKalb,Georgia,13089,67509,1069,34
2021-06-17,Fulton,Georgia,13121,99219,1456,47
2021-06-17,Gwinnett,Georgia,13135,103098,1205,9
2021-06-17,Hall,Georgia,13139,27924,489,7
2021-06-18,Cobb,Georgia,13067,80405,1101,36
2021-06-18,DeKalb,Georgia,13089,67521,1071,12
2021-06-18,Fulton,Georgia,13121,99255,1461,36
2021-06-18,Gwinnett,Georgia,13135,103126,1206,28
2021-06-18,Hall,Georgia,13139,27926,489,2
2021-06-19,Cobb,Georgia,13067,80425,1102,20
2021-06-19,DeKalb,Georgia,13089,67545,1070,24
2021-06-19,Fulton,Georgia,13121,99307,1464,52
2021-06-19,Gwinnett,Georgia,13135,103146,1207,20
2021-06-19,Hall,Georgia,13139,27927,487,1
2021-06-20,Cobb,Georgia,13067,80440,1101,15
2021-06-20,DeKalb,Georgia,13089,67561,1070,16
2021-06-20,Fulton,Georgia,13121,99337,1464,30
2021-06-20,Gwinnett,Georgia,13135,103168,1207,22
2021-06-20,Hall,Georgia,13139,27928,487,1
2021-06-21,Cobb,Georgia,13067,80455,1101,15
2021-06-21,DeKalb,Georgia,13089,67568,1070,7
2021-06-21,Fulton,Georgia,13121,99354,1464,17
2021-06-21,Gwinnett,Georgia,13135,103184,1207,16
2021-06-21,Hall,Georgia,13139,27929,487,1
2021-06-22,Cobb,Georgia,13067,80445,1103,-10
2021-06-22,DeKalb,Georgia,13089,67600,1070,32
2021-06-22,Fulton,Georgia,13121,99387,1462,33
2021-06-22,Gwinnett,Georgia,13135,103193,1207,9
2021-06-22,Hall,Georgia,13139,27939,487,10
2021-06-23,Cobb,Georgia,13067,80479,1104,34
2021-06-23,DeKalb,Georgia,13089,67634,1072,34
2021-06-23,Fulton,Georgia,13121,99425,1464,38
2021-06-23,Gwinnett,Georgia,13135,103211,1208,18
2021-06-23,Hall,Georgia,13139,27953,487,14
2021-06-24,Cobb,Georgia,13067,80495,1104,16
2021-06-24,DeKalb,Georgia,13089,67656,1073,22
2021-06-24,Fulton,Georgia,13121,99450,1466,25
2021-06-24,Gwinnett,Georgia,13135,103246,1208,35
2021-06-24,Hall,Georgia,13139,27955,488,2
2021-06-25,Cobb,Georgia,13067,80505,1105,10
2021-06-25,DeKalb,Georgia,13089,67678,1072,22
2021-06-25,Fulton,Georgia,13121,99472,1468,22
2021-06-25,Gwinnett,Georgia,13135,103259,1207,13
2021-06-25,Hall,Georgia,13139,27961,489,6
2021-06-26,Cobb,Georgia,13067,80528,1107,23
2021-06-26,DeKalb,Georgia,13089,67710,1074,32
2021-06-26,Fulton,Georgia,13121,99510,1471,38
2021-06-26,Gwinnett,Georgia,13135,103295,1207,36
2021-06-26,Hall,Georgia,13139,27963,491,2
2021-06-27,Cobb,Georgia,13067,80554,1107,26
2021-06-27,DeKalb,Georgia,13089,67727,1074,17
2021-06-27,Fulton,Georgia,13121,99529,1471,19
2021-06-27,Gwinnett,Georgia,13135,103330,1207,35
2021-06-27,Hall,Georgia,13139,27963,491,0
2021-06-28,Cobb,Georgia,13067,80542,1107,-12
2021-06-28,DeKalb,Georgia,13089,67745,1074,18
2021-06-28,Fulton,Georgia,13121,99555,1471,26
2021-06-28,Gwinnett,Georgia,13135,103349,1207,19
2021-06-28,Hall,Georgia,13139,27964,491,1
2021-06-29,Cobb,Georgia,13067,80542,1107,0
2021-06-29,DeKalb,Georgia,13089,67745,1074,0
2021-06-29,Fulton,Georgia,13121,99555,1471,0
2021-06-29,Gwinnett,Georgia,13135,103349,1207,0
2021-06-29,Hall,Georgia,13139,27964,491,0
2021-06-30,Cobb,Georgia,13067,80650,1110,108
2021-06-30,DeKalb,Georgia,13089,67767,1074,22
2021-06-30,Fulton,Georgia,13121,99633,1473,78
2021-06-30,Gwinnett,Georgia,13135,103415,1207,66
2021-06-30,Hall,Georgia,13139,27992,491,28
2021-07-01,Cobb,Georgia,13067,80677,1110,27
2021-07-01,DeKalb,Georgia,13089,67771,1075,4
2021-07-01,Fulton,Georgia,13121,99668,1473,35
2021-07-01,Gwinnett,Georgia,13135,103450,1207,35
2021-07-01,Hall,Georgia,13139,28007,492,15
2021-07-02,Cobb,Georgia,13067,80705,1110,28
2021-07-02,DeKalb,Georgia,13089,67785,1075,14
2021-07-02,Fulton,Georgia,13121,99715,1474,47
2021-07-02,Gwinnett,Georgia,13135,103473,1208,23
2021-07-02,Hall,Georgia,13139,28017,492,10
2021-07-03,Cobb,Georgia,13067,80705,1110,0
2021-07-03,DeKalb,Georgia,13089,67785,1075,0
2021-07-03,Fulton,Georgia,13121,99715,1474,0
2021-07-03,Gwinnett,Georgia,13135,103473,1208,0
2021-07-03,Hall,Georgia,13139,28017,492,0
2021-07-04,Cobb,Georgia,13067,80705,1110,0
2021-07-04,DeKalb,Georgia,13089,67785,1075,0
2021-07-04,Fulton,Georgia,13121,99715,1474,0
2021-07-04,Gwinnett,Georgia,13135,103473,1208,0
2021-07-04,Hall,Georgia,13139,28017,492,0
2021-07-05,Cobb,Georgia,13067,80705,1110,0
2021-07-05,DeKalb,Georgia,13089,67785,1075,0
2021-07-05,Fulton,Georgia,13121,99715,1474,0
2021-07-05,Gwinnett,Georgia,13135,103473,1208,0
2021-07-05,Hall,Georgia,13139,28017,492,0
2021-07-06,Cobb,Georgia,13067,80769,1111,64
2021-07-06,DeKalb,Georgia,13089,67853,1075,68
2021-07-06,Fulton,Georgia,13121,99866,1475,151
2021-07-06,Gwinnett,Georgia,13135,103555,1208,82
2021-07-06,Hall,Georgia,13139,28044,493,27
2021-07-07,Cobb,Georgia,13067,80827,1111,58
2021-07-07,DeKalb,Georgia,13089,67876,1076,23
2021-07-07,Fulton,Georgia,13121,99908,1476,42
2021-07-07,Gwinnett,Georgia,13135,103597,1208,42
2021-07-07,Hall,Georgia,13139,28071,494,27
2021-07-08,Cobb,Georgia,13067,80897,1112,70
2021-07-08,DeKalb,Georgia,13089,67900,1075,24
2021-07-08,Fulton,Georgia,13121,99990,1477,82
2021-07-08,Gwinnett,Georgia,13135,103683,1208,86
2021-07-08,Hall,Georgia,13139,28087,494,16
2021-07-09,Cobb,Georgia,13067,80946,1111,49
2021-07-09,DeKalb,Georgia,13089,67959,1077,59
2021-07-09,Fulton,Georgia,13121,100067,1477,77
2021-07-09,Gwinnett,Georgia,13135,103752,1212,69
2021-07-09,Hall,Georgia,13139,28096,496,9
2021-07-10,Cobb,Georgia,13067,80946,1111,0
2021-07-10,DeKalb,Georgia,13089,67959,1077,0
2021-07-10,Fulton,Georgia,13121,100067,1477,0
2021-07-10,Gwinnett,Georgia,13135,103752,1212,0
2021-07-10,Hall,Georgia,13139,28096,496,0
2021-07-11,Cobb,Georgia,13067,80946,1111,0
2021-07-11,DeKalb,Georgia,13089,67959,1077,0
2021-07-11,Fulton,Georgia,13121,100067,1477,0
2021-07-11,Gwinnett,Georgia,13135,103752,1212,0
2021-07-11,Hall,Georgia,13139,28096,496,0
2021-07-12,Cobb,Georgia,13067,81062,1112,116
2021-07-12,DeKalb,Georgia,13089,68049,1079,90
2021-07-12,Fulton,Georgia,13121,100238,1478,171
2021-07-12,Gwinnett,Georgia,13135,103889,1212,137
2021-07-12,Hall,Georgia,13139,28125,495,29
2021-07-13,Cobb,Georgia,13067,81125,1114,63
2021-07-13,DeKalb,Georgia,13089,68100,1080,51
2021-07-13,Fulton,Georgia,13121,100332,1479,94
2021-07-13,Gwinnett,Georgia,13135,103963,1214,74
2021-07-13,Hall,Georgia,13139,28142,497,17
2021-07-14,Cobb,Georgia,13067,81223,1114,98
2021-07-14,DeKalb,Georgia,13089,68167,1080,67
2021-07-14,Fulton,Georgia,13121,100444,1479,112
2021-07-14,Gwinnett,Georgia,13135,104053,1214,90
2021-07-14,Hall,Georgia,13139,28159,497,17
2021-07-15,Cobb,Georgia,13067,81302,1115,79
2021-07-15,DeKalb,Georgia,13089,68222,1081,55
2021-07-15,Fulton,Georgia,13121,100536,1481,92
2021-07-15,Gwinnett,Georgia,13135,104139,1214,86
2021-07-15,Hall,Georgia,13139,28174,497,15
2021-07-16,Cobb,Georgia,13067,81369,1117,67
2021-07-16,DeKalb,Georgia,13089,68285,1081,63
2021-07-16,Fulton,Georgia,13121,100625,1481,89
2021-07-16,Gwinnett,Georgia,13135,104217,1215,78
2021-07-16,Hall,Georgia,13139,28188,497,14
2021-07-17,Cobb,Georgia,13067,81369,1117,0
2021-07-17,DeKalb,Georgia,13089,68285,1081,0
2021-07-17,Fulton,Georgia,13121,100625,1481,0
2021-07-17,Gwinnett,Georgia,13135,104217,1215,0
2021-07-17,Hall,Georgia,13139,28188,497,0
2021-07-18,Cobb,Georgia,13067,81369,1117,0
2021-07-18,DeKalb,Georgia,13089,68285,1081,0
2021-07-18,Fulton,Georgia,13121,100625,1481,0
2021-07-18,Gwinnett,Georgia,13135,104217,1215,0
2021-07-18,Hall,Georgia,13139,28188,497,0
2021-07-19,Cobb,Georgia,13067,81586,1119,217
2021-07-19,DeKalb,Georgia,13089,68474,1081,189
2021-07-19,Fulton,Georgia,13121,100938,1481,313
2021-07-19,Gwinnett,Georgia,13135,104432,1215,215
2021-07-19,Hall,Georgia,13139,28230,498,42
2021-07-20,Cobb,Georgia,13067,81672,1120,86
2021-07-20,DeKalb,Georgia,13089,68583,1081,109
2021-07-20,Fulton,Georgia,13121,101054,1483,116
2021-07-20,Gwinnett,Georgia,13135,104520,1215,88
2021-07-20,Hall,Georgia,13139,28249,498,19
2021-07-21,Cobb,Georgia,13067,81846,1120,174
2021-07-21,DeKalb,Georgia,13089,68718,1082,135
2021-07-21,Fulton,Georgia,13121,101234,1484,180
2021-07-21,Gwinnett,Georgia,13135,104658,1215,138
2021-07-21,Hall,Georgia,13139,28289,498,40
2021-07-22,Cobb,Georgia,13067,81992,1120,146
2021-07-22,DeKalb,Georgia,13089,68819,1082,101
2021-07-22,Fulton,Georgia,13121,101408,1484,174
2021-07-22,Gwinnett,Georgia,13135,104762,1215,104
2021-07-22,Hall,Georgia,13139,28328,499,39
2021-07-23,Cobb,Georgia,13067,82145,1120,153
2021-07-23,DeKalb,Georgia,13089,68964,1082,145
2021-07-23,Fulton,Georgia,13121,101623,1485,215
2021-07-23,Gwinnett,Georgia,13135,104915,1215,153
2021-07-23,Hall,Georgia,13139,28370,499,42
2021-07-24,Cobb,Georgia,13067,82145,1120,0
2021-07-24,DeKalb,Georgia,13089,68964,1082,0
2021-07-24,Fulton,Georgia,13121,101623,1485,0
2021-07-24,Gwinnett,Georgia,13135,104915,1215,0
2021-07-24,Hall,Georgia,13139,28370,499,0
2021-07-25,Cobb,Georgia,13067,82145,1120,0
2021-07-25,DeKalb,Georgia,13089,68964,1082,0
2021-07-25,Fulton,Georgia,13121,101623,1485,0
2021-07-25,Gwinnett,Georgia,13135,104915,1215,0
2021-07-25,Hall,Georgia,13139,28370,499,0
2021-07-26,Cobb,Georgia,13067,82516,1122,371
2021-07-26,DeKalb,Georgia,13089,69321,1083,357
